frame	label
2_163025.jpg	0
4_160450.jpg	0
2_67425.jpg	0
4_98725.jpg	0
4_55025.jpg	0
3_82850.jpg	0
2_156875.jpg	0
2_86825.jpg	1
6_42475.jpg	0
5_96275.jpg	0
5_96625.jpg	0
5_134750.jpg	0
4_28175.jpg	0
3_42225.jpg	0
4_5300.jpg	0
2_154025.jpg	0
3_149450.jpg	0
5_62925.jpg	0
6_45075.jpg	0
5_169075.jpg	0
5_126750.jpg	0
4_48850.jpg	0
3_100800.jpg	0
4_37025.jpg	0
3_60925.jpg	0
6_5700.jpg	0
6_58575.jpg	0
5_4825.jpg	0
1_86475.jpg	0
5_3850.jpg	0
2_141175.jpg	0
6_35350.jpg	0
3_141900.jpg	0
4_14975.jpg	0
4_153475.jpg	0
2_32275.jpg	0
1_54225.jpg	0
1_34800.jpg	0
6_18525.jpg	0
2_157200.jpg	0
6_113300.jpg	0
4_11925.jpg	0
2_15575.jpg	0
5_112275.jpg	0
3_143725.jpg	0
4_148400.jpg	0
3_33725.jpg	0
1_43625.jpg	0
1_125950.jpg	0
1_10225.jpg	0
6_107425.jpg	0
4_27175.jpg	0
6_32250.jpg	0
3_70025.jpg	0
5_172525.jpg	0
4_37675.jpg	0
2_137875.jpg	0
5_74275.jpg	0
6_20700.jpg	0
4_68825.jpg	0
6_79050.jpg	0
3_73025.jpg	0
1_46375.jpg	0
3_9700.jpg	0
2_96775.jpg	1
4_86500.jpg	0
3_149550.jpg	0
3_86825.jpg	0
6_35250.jpg	0
4_71550.jpg	0
4_108900.jpg	0
5_129075.jpg	0
3_124975.jpg	0
5_39375.jpg	0
5_62650.jpg	0
4_21000.jpg	0
3_92350.jpg	0
4_97400.jpg	0
6_41475.jpg	0
6_141650.jpg	0
2_350.jpg	0
4_38600.jpg	0
1_41325.jpg	0
3_27750.jpg	0
2_42675.jpg	0
6_84200.jpg	0
4_79700.jpg	0
6_96675.jpg	0
4_146300.jpg	0
3_57500.jpg	0
4_29725.jpg	0
5_72200.jpg	0
5_43050.jpg	0
1_15750.jpg	0
2_96250.jpg	0
1_65325.jpg	0
1_99025.jpg	0
1_54525.jpg	0
1_128075.jpg	0
2_60975.jpg	0
1_135900.jpg	0
4_158675.jpg	0
1_104800.jpg	0
1_37950.jpg	0
5_129725.jpg	1
1_149375.jpg	0
2_91475.jpg	0
5_67350.jpg	0
5_2025.jpg	0
2_140925.jpg	0
4_158325.jpg	0
6_80800.jpg	0
4_23075.jpg	0
6_116475.jpg	0
5_19400.jpg	0
4_147100.jpg	0
3_96800.jpg	0
2_158050.jpg	0
2_143825.jpg	0
2_80875.jpg	0
4_7400.jpg	0
1_105425.jpg	0
5_159875.jpg	0
1_49550.jpg	0
1_131500.jpg	0
3_97100.jpg	0
5_148050.jpg	0
1_57625.jpg	0
6_167350.jpg	0
2_19525.jpg	0
5_20375.jpg	0
2_75325.jpg	0
3_17725.jpg	0
4_120600.jpg	0
5_60700.jpg	0
1_122575.jpg	0
2_135325.jpg	0
5_16000.jpg	0
4_147375.jpg	0
5_67475.jpg	0
4_89750.jpg	0
2_20250.jpg	0
5_172125.jpg	0
4_10925.jpg	0
2_131500.jpg	0
6_108975.jpg	0
3_66275.jpg	1
1_147825.jpg	0
2_119525.jpg	0
4_46150.jpg	0
6_46900.jpg	0
3_32525.jpg	0
6_42350.jpg	0
6_80125.jpg	0
6_81925.jpg	0
1_9475.jpg	0
2_74075.jpg	0
2_54450.jpg	0
5_34025.jpg	0
5_38675.jpg	0
2_44425.jpg	0
2_129325.jpg	0
6_129275.jpg	0
6_160800.jpg	0
1_95775.jpg	0
2_126325.jpg	0
4_66975.jpg	0
5_53225.jpg	0
1_145725.jpg	0
2_102900.jpg	0
3_154575.jpg	0
3_66600.jpg	1
4_43550.jpg	0
1_133550.jpg	0
4_60850.jpg	0
1_73800.jpg	0
2_97825.jpg	0
3_127950.jpg	0
5_80925.jpg	0
2_77100.jpg	0
4_53925.jpg	0
6_98525.jpg	0
5_17375.jpg	0
6_116275.jpg	0
4_151375.jpg	0
3_22975.jpg	0
1_19325.jpg	0
3_16600.jpg	0
6_125800.jpg	0
4_48500.jpg	0
4_70100.jpg	0
4_155325.jpg	0
5_89000.jpg	1
3_101475.jpg	0
4_49550.jpg	0
2_48275.jpg	0
5_16200.jpg	0
4_154975.jpg	0
5_143225.jpg	0
5_52950.jpg	0
3_72425.jpg	0
1_102175.jpg	0
1_34375.jpg	0
3_21775.jpg	0
6_6600.jpg	0
5_31375.jpg	0
3_82775.jpg	0
1_90175.jpg	0
5_63100.jpg	0
1_95100.jpg	1
1_58000.jpg	1
4_44250.jpg	0
6_70075.jpg	0
1_103450.jpg	0
6_151525.jpg	0
1_81925.jpg	0
3_19925.jpg	0
3_37550.jpg	0
6_114375.jpg	0
2_57900.jpg	0
4_105375.jpg	0
2_140125.jpg	0
2_89000.jpg	0
6_13600.jpg	0
2_56850.jpg	0
6_155900.jpg	0
5_143925.jpg	0
1_45950.jpg	0
2_84850.jpg	0
4_19200.jpg	0
5_165275.jpg	0
1_156975.jpg	0
2_126550.jpg	0
2_79625.jpg	0
6_48550.jpg	0
4_105400.jpg	0
2_162000.jpg	0
3_158250.jpg	0
5_120650.jpg	0
1_56300.jpg	0
5_45425.jpg	0
2_49775.jpg	0
3_18375.jpg	0
6_151275.jpg	0
5_50400.jpg	0
4_16350.jpg	0
2_127925.jpg	0
1_24625.jpg	0
1_90300.jpg	0
1_137000.jpg	0
2_8700.jpg	0
6_16725.jpg	0
6_146325.jpg	0
3_152700.jpg	0
5_81650.jpg	0
5_37725.jpg	0
6_103950.jpg	0
3_114150.jpg	0
5_2700.jpg	0
2_60700.jpg	0
4_46100.jpg	0
6_151850.jpg	0
4_121500.jpg	0
3_15950.jpg	0
2_164225.jpg	0
6_155400.jpg	0
6_115775.jpg	0
5_98025.jpg	0
1_55650.jpg	0
6_116725.jpg	0
4_144650.jpg	0
2_37125.jpg	0
2_138475.jpg	0
2_31400.jpg	0
3_76775.jpg	0
