frame	label
1_81700.jpg	0
6_66725.jpg	0
6_138250.jpg	0
1_136725.jpg	0
1_15475.jpg	0
6_88450.jpg	1
5_140525.jpg	1
3_155025.jpg	0
5_81200.jpg	0
4_111825.jpg	0
4_86450.jpg	0
4_20775.jpg	0
1_90025.jpg	0
1_112825.jpg	1
3_26050.jpg	0
5_61375.jpg	0
5_100075.jpg	0
5_133875.jpg	0
4_29925.jpg	0
2_127700.jpg	0
3_90150.jpg	0
4_124400.jpg	1
2_16700.jpg	0
4_84500.jpg	0
6_65200.jpg	0
3_130250.jpg	0
2_149425.jpg	0
6_120225.jpg	0
5_165875.jpg	0
3_6575.jpg	0
2_55875.jpg	1
4_74350.jpg	0
4_73850.jpg	0
1_7900.jpg	0
1_129450.jpg	1
5_48625.jpg	0
4_22450.jpg	0
1_126125.jpg	1
4_140750.jpg	0
6_138725.jpg	0
5_161750.jpg	0
1_142725.jpg	0
6_15300.jpg	0
4_117100.jpg	0
3_80025.jpg	0
5_18125.jpg	0
2_73275.jpg	0
3_123050.jpg	0
3_73900.jpg	0
4_166550.jpg	0
3_39600.jpg	0
4_13300.jpg	0
5_90125.jpg	0
6_4900.jpg	0
6_109100.jpg	0
3_72975.jpg	0
3_45975.jpg	0
4_7650.jpg	0
3_89625.jpg	0
3_151700.jpg	0
1_23000.jpg	0
1_70050.jpg	0
1_124525.jpg	0
1_34200.jpg	0
6_60975.jpg	0
3_106850.jpg	0
1_86825.jpg	0
2_146675.jpg	0
1_98750.jpg	0
3_17450.jpg	0
1_109750.jpg	0
3_145900.jpg	0
3_70725.jpg	0
4_23025.jpg	0
6_134925.jpg	0
1_27350.jpg	0
3_2325.jpg	0
6_66600.jpg	0
6_150725.jpg	0
3_128725.jpg	0
3_152575.jpg	0
1_80675.jpg	0
4_122050.jpg	0
5_43775.jpg	0
6_162125.jpg	0
3_151100.jpg	0
6_3125.jpg	0
2_4500.jpg	0
6_12100.jpg	0
3_115925.jpg	0
2_67925.jpg	0
1_145375.jpg	0
1_22675.jpg	0
3_128550.jpg	0
1_61500.jpg	0
5_142475.jpg	0
3_78150.jpg	0
3_164475.jpg	0
5_89450.jpg	0
5_83500.jpg	0
4_168100.jpg	0
6_21500.jpg	0
6_126525.jpg	0
5_126025.jpg	0
1_42975.jpg	0
3_165450.jpg	0
4_50800.jpg	0
3_60675.jpg	0
6_94625.jpg	0
4_133850.jpg	0
1_66750.jpg	0
6_134475.jpg	0
1_147750.jpg	0
4_153300.jpg	0
6_50925.jpg	0
4_68300.jpg	0
4_23700.jpg	0
3_154625.jpg	0
4_107400.jpg	0
4_163325.jpg	0
